,feature_image,label_image
188,Features.915.tif,Labels.915.tif
2167,Features.1079.tif,Labels.1079.tif
1049,Features.350.tif,Labels.350.tif
3610,Features_v2.175.tif,Labels_v2.175.tif
1667,Features.346.tif,Labels.346.tif
3,Features.687.tif,Labels.687.tif
836,Features.902.tif,Labels.902.tif
299,Features.338.tif,Labels.338.tif
1211,Features.786.tif,Labels.786.tif
1768,Features.193.tif,Labels.193.tif
4136,Features_v2.400.tif,Labels_v2.400.tif
6400,Features_v2.72.tif,Labels_v2.72.tif
5816,Features_v2.414.tif,Labels_v2.414.tif
3658,Features_v2.106.tif,Labels_v2.106.tif
5900,Features_v2.32.tif,Labels_v2.32.tif
34,Features.207.tif,Labels.207.tif
895,Features.354.tif,Labels.354.tif
2673,Features.355.tif,Labels.355.tif
6173,Features_v2.650.tif,Labels_v2.650.tif
2322,Features.217.tif,Labels.217.tif
5937,Features_v2.766.tif,Labels_v2.766.tif
4092,Features_v2.710.tif,Labels_v2.710.tif
3301,Features.850.tif,Labels.850.tif
295,Features.709.tif,Labels.709.tif
5609,Features_v2.725.tif,Labels_v2.725.tif
2244,Features.1043.tif,Labels.1043.tif
5784,Features_v2.743.tif,Labels_v2.743.tif
5710,Features_v2.609.tif,Labels_v2.609.tif
5658,Features_v2.83.tif,Labels_v2.83.tif
5500,Features_v2.133.tif,Labels_v2.133.tif
4693,Features_v2.16.tif,Labels_v2.16.tif
115,Features.539.tif,Labels.539.tif
1422,Features.1209.tif,Labels.1209.tif
4786,Features_v2.959.tif,Labels_v2.959.tif
2560,Features.5.tif,Labels.5.tif
4436,Features_v2.22.tif,Labels_v2.22.tif
5850,Features_v2.299.tif,Labels_v2.299.tif
1880,Features.1189.tif,Labels.1189.tif
1867,Features.653.tif,Labels.653.tif
2974,Features.517.tif,Labels.517.tif
1506,Features.752.tif,Labels.752.tif
1414,Features.1103.tif,Labels.1103.tif
1130,Features.652.tif,Labels.652.tif
2412,Features.1006.tif,Labels.1006.tif
4947,Features_v2.908.tif,Labels_v2.908.tif
1204,Features.930.tif,Labels.930.tif
952,Features.853.tif,Labels.853.tif
3810,Features_v2.917.tif,Labels_v2.917.tif
5327,Features_v2.655.tif,Labels_v2.655.tif
4618,Features_v2.1033.tif,Labels_v2.1033.tif
2409,Features.376.tif,Labels.376.tif
1301,Features.648.tif,Labels.648.tif
320,Features.484.tif,Labels.484.tif
2215,Features.154.tif,Labels.154.tif
756,Features.79.tif,Labels.79.tif
4459,Features_v2.138.tif,Labels_v2.138.tif
2546,Features.625.tif,Labels.625.tif
4929,Features_v2.40.tif,Labels_v2.40.tif
6468,Features_v2.274.tif,Labels_v2.274.tif
6506,Features_v2.1052.tif,Labels_v2.1052.tif
5954,Features_v2.321.tif,Labels_v2.321.tif
4020,Features_v2.46.tif,Labels_v2.46.tif
4157,Features_v2.529.tif,Labels_v2.529.tif
2936,Features.133.tif,Labels.133.tif
6630,Features_v2.921.tif,Labels_v2.921.tif
4300,Features_v2.422.tif,Labels_v2.422.tif
3365,Features.753.tif,Labels.753.tif
2467,Features.104.tif,Labels.104.tif
2293,Features.783.tif,Labels.783.tif
4540,Features_v2.1040.tif,Labels_v2.1040.tif
3959,Features_v2.439.tif,Labels_v2.439.tif
119,Features.721.tif,Labels.721.tif
2902,Features.877.tif,Labels.877.tif
6369,Features_v2.784.tif,Labels_v2.784.tif
3397,Features.543.tif,Labels.543.tif
1646,Features.561.tif,Labels.561.tif
1048,Features.1324.tif,Labels.1324.tif
5446,Features_v2.714.tif,Labels_v2.714.tif
1863,Features.1032.tif,Labels.1032.tif
6365,Features_v2.371.tif,Labels_v2.371.tif
534,Features.210.tif,Labels.210.tif
4978,Features_v2.226.tif,Labels_v2.226.tif
5667,Features_v2.716.tif,Labels_v2.716.tif
5561,Features_v2.252.tif,Labels_v2.252.tif
6485,Features_v2.512.tif,Labels_v2.512.tif
2675,Features.567.tif,Labels.567.tif
5514,Features_v2.215.tif,Labels_v2.215.tif
319,Features.1083.tif,Labels.1083.tif
4471,Features_v2.865.tif,Labels_v2.865.tif
1877,Features.295.tif,Labels.295.tif
4582,Features_v2.853.tif,Labels_v2.853.tif
3756,Features_v2.338.tif,Labels_v2.338.tif
602,Features.384.tif,Labels.384.tif
4025,Features_v2.250.tif,Labels_v2.250.tif
3123,Features.163.tif,Labels.163.tif
4647,Features_v2.761.tif,Labels_v2.761.tif
5836,Features_v2.677.tif,Labels_v2.677.tif
5879,Features_v2.572.tif,Labels_v2.572.tif
5553,Features_v2.442.tif,Labels_v2.442.tif
1813,Features.159.tif,Labels.159.tif
5911,Features_v2.73.tif,Labels_v2.73.tif
1634,Features.577.tif,Labels.577.tif
138,Features.65.tif,Labels.65.tif
2613,Features.299.tif,Labels.299.tif
1562,Features.882.tif,Labels.882.tif
1376,Features.1106.tif,Labels.1106.tif
5730,Features_v2.981.tif,Labels_v2.981.tif
4800,Features_v2.125.tif,Labels_v2.125.tif
5230,Features_v2.14.tif,Labels_v2.14.tif
1581,Features.1028.tif,Labels.1028.tif
1858,Features.142.tif,Labels.142.tif
4323,Features_v2.238.tif,Labels_v2.238.tif
2783,Features.858.tif,Labels.858.tif
754,Features.988.tif,Labels.988.tif
2660,Features.833.tif,Labels.833.tif
2561,Features.655.tif,Labels.655.tif
4310,Features_v2.326.tif,Labels_v2.326.tif
5409,Features_v2.651.tif,Labels_v2.651.tif
5502,Features_v2.458.tif,Labels_v2.458.tif
1800,Features.1293.tif,Labels.1293.tif
5403,Features_v2.378.tif,Labels_v2.378.tif
6465,Features_v2.775.tif,Labels_v2.775.tif
1429,Features.106.tif,Labels.106.tif
3918,Features_v2.47.tif,Labels_v2.47.tif
1016,Features.393.tif,Labels.393.tif
1181,Features.217.tif,Labels.217.tif
3975,Features_v2.289.tif,Labels_v2.289.tif
4925,Features_v2.289.tif,Labels_v2.289.tif
1280,Features.697.tif,Labels.697.tif
4400,Features_v2.830.tif,Labels_v2.830.tif
4172,Features_v2.162.tif,Labels_v2.162.tif
6416,Features_v2.183.tif,Labels_v2.183.tif
312,Features.730.tif,Labels.730.tif
5041,Features_v2.132.tif,Labels_v2.132.tif
841,Features.547.tif,Labels.547.tif
4537,Features_v2.735.tif,Labels_v2.735.tif
5241,Features_v2.384.tif,Labels_v2.384.tif
42,Features.446.tif,Labels.446.tif
152,Features.1018.tif,Labels.1018.tif
3538,Features_v2.1035.tif,Labels_v2.1035.tif
2609,Features.179.tif,Labels.179.tif
630,Features.827.tif,Labels.827.tif
4463,Features_v2.124.tif,Labels_v2.124.tif
5983,Features_v2.58.tif,Labels_v2.58.tif
1188,Features.54.tif,Labels.54.tif
1897,Features.873.tif,Labels.873.tif
1958,Features.271.tif,Labels.271.tif
6275,Features_v2.470.tif,Labels_v2.470.tif
4564,Features_v2.498.tif,Labels_v2.498.tif
6066,Features_v2.507.tif,Labels_v2.507.tif
5619,Features_v2.167.tif,Labels_v2.167.tif
4866,Features_v2.928.tif,Labels_v2.928.tif
3012,Features.747.tif,Labels.747.tif
4759,Features_v2.889.tif,Labels_v2.889.tif
2721,Features.689.tif,Labels.689.tif
2289,Features.607.tif,Labels.607.tif
6247,Features_v2.418.tif,Labels_v2.418.tif
2538,Features.1212.tif,Labels.1212.tif
2240,Features.1118.tif,Labels.1118.tif
5931,Features_v2.393.tif,Labels_v2.393.tif
1934,Features.19.tif,Labels.19.tif
4656,Features_v2.758.tif,Labels_v2.758.tif
5323,Features_v2.131.tif,Labels_v2.131.tif
4850,Features_v2.621.tif,Labels_v2.621.tif
5597,Features_v2.29.tif,Labels_v2.29.tif
3037,Features.1054.tif,Labels.1054.tif
650,Features.1016.tif,Labels.1016.tif
446,Features.81.tif,Labels.81.tif
5092,Features_v2.193.tif,Labels_v2.193.tif
4152,Features_v2.364.tif,Labels_v2.364.tif
1514,Features.1111.tif,Labels.1111.tif
4643,Features_v2.276.tif,Labels_v2.276.tif
2171,Features.701.tif,Labels.701.tif
3498,Features_v2.486.tif,Labels_v2.486.tif
1996,Features.296.tif,Labels.296.tif
6525,Features_v2.953.tif,Labels_v2.953.tif
4993,Features_v2.195.tif,Labels_v2.195.tif
1063,Features.119.tif,Labels.119.tif
1866,Features.880.tif,Labels.880.tif
1108,Features.786.tif,Labels.786.tif
6086,Features_v2.196.tif,Labels_v2.196.tif
3461,Features.991.tif,Labels.991.tif
4831,Features_v2.927.tif,Labels_v2.927.tif
542,Features.996.tif,Labels.996.tif
72,Features.698.tif,Labels.698.tif
4892,Features_v2.695.tif,Labels_v2.695.tif
2677,Features.575.tif,Labels.575.tif
2172,Features.440.tif,Labels.440.tif
4128,Features_v2.377.tif,Labels_v2.377.tif
2348,Features.980.tif,Labels.980.tif
1985,Features.940.tif,Labels.940.tif
1851,Features.61.tif,Labels.61.tif
2593,Features.988.tif,Labels.988.tif
3730,Features_v2.842.tif,Labels_v2.842.tif
6516,Features_v2.205.tif,Labels_v2.205.tif
3049,Features.1006.tif,Labels.1006.tif
699,Features.1055.tif,Labels.1055.tif
2708,Features.516.tif,Labels.516.tif
6596,Features_v2.1043.tif,Labels_v2.1043.tif
6595,Features_v2.597.tif,Labels_v2.597.tif
4221,Features_v2.918.tif,Labels_v2.918.tif
2650,Features.496.tif,Labels.496.tif
2429,Features.200.tif,Labels.200.tif
425,Features.193.tif,Labels.193.tif
3526,Features_v2.178.tif,Labels_v2.178.tif
5772,Features_v2.44.tif,Labels_v2.44.tif
1773,Features.269.tif,Labels.269.tif
4677,Features_v2.856.tif,Labels_v2.856.tif
3206,Features.1061.tif,Labels.1061.tif
5666,Features_v2.727.tif,Labels_v2.727.tif
1717,Features.327.tif,Labels.327.tif
4122,Features_v2.1055.tif,Labels_v2.1055.tif
598,Features.720.tif,Labels.720.tif
6438,Features_v2.530.tif,Labels_v2.530.tif
463,Features.85.tif,Labels.85.tif
3084,Features.136.tif,Labels.136.tif
2246,Features.102.tif,Labels.102.tif
3852,Features_v2.23.tif,Labels_v2.23.tif
6423,Features_v2.267.tif,Labels_v2.267.tif
4533,Features_v2.1070.tif,Labels_v2.1070.tif
4070,Features_v2.745.tif,Labels_v2.745.tif
6033,Features_v2.471.tif,Labels_v2.471.tif
747,Features.598.tif,Labels.598.tif
3962,Features_v2.615.tif,Labels_v2.615.tif
472,Features.639.tif,Labels.639.tif
5975,Features_v2.488.tif,Labels_v2.488.tif
67,Features.1249.tif,Labels.1249.tif
369,Features.253.tif,Labels.253.tif
3922,Features_v2.579.tif,Labels_v2.579.tif
1084,Features.974.tif,Labels.974.tif
5453,Features_v2.682.tif,Labels_v2.682.tif
3847,Features_v2.670.tif,Labels_v2.670.tif
3910,Features_v2.2.tif,Labels_v2.2.tif
2478,Features.816.tif,Labels.816.tif
4305,Features_v2.560.tif,Labels_v2.560.tif
6237,Features_v2.686.tif,Labels_v2.686.tif
783,Features.75.tif,Labels.75.tif
336,Features.147.tif,Labels.147.tif
2623,Features.92.tif,Labels.92.tif
2735,Features.486.tif,Labels.486.tif
2196,Features.723.tif,Labels.723.tif
646,Features.9.tif,Labels.9.tif
103,Features.242.tif,Labels.242.tif
4073,Features_v2.831.tif,Labels_v2.831.tif
3234,Features.185.tif,Labels.185.tif
4785,Features_v2.572.tif,Labels_v2.572.tif
2039,Features.118.tif,Labels.118.tif
5847,Features_v2.1057.tif,Labels_v2.1057.tif
1094,Features.60.tif,Labels.60.tif
1384,Features.558.tif,Labels.558.tif
722,Features.858.tif,Labels.858.tif
6547,Features_v2.416.tif,Labels_v2.416.tif
5963,Features_v2.900.tif,Labels_v2.900.tif
3492,Features.829.tif,Labels.829.tif
1088,Features.218.tif,Labels.218.tif
3688,Features_v2.838.tif,Labels_v2.838.tif
4196,Features_v2.1065.tif,Labels_v2.1065.tif
669,Features.200.tif,Labels.200.tif
3154,Features.439.tif,Labels.439.tif
5682,Features_v2.679.tif,Labels_v2.679.tif
4462,Features_v2.275.tif,Labels_v2.275.tif
3494,Features.1062.tif,Labels.1062.tif
4500,Features_v2.969.tif,Labels_v2.969.tif
1418,Features.410.tif,Labels.410.tif
3629,Features_v2.557.tif,Labels_v2.557.tif
4030,Features_v2.499.tif,Labels_v2.499.tif
3324,Features.1060.tif,Labels.1060.tif
4321,Features_v2.752.tif,Labels_v2.752.tif
4267,Features_v2.857.tif,Labels_v2.857.tif
947,Features.596.tif,Labels.596.tif
3266,Features.861.tif,Labels.861.tif
546,Features.894.tif,Labels.894.tif
4928,Features_v2.925.tif,Labels_v2.925.tif
3968,Features_v2.931.tif,Labels_v2.931.tif
2699,Features.651.tif,Labels.651.tif
5781,Features_v2.589.tif,Labels_v2.589.tif
5460,Features_v2.376.tif,Labels_v2.376.tif
608,Features.1075.tif,Labels.1075.tif
1330,Features.725.tif,Labels.725.tif
5112,Features_v2.761.tif,Labels_v2.761.tif
2857,Features.904.tif,Labels.904.tif
3067,Features.943.tif,Labels.943.tif
590,Features.525.tif,Labels.525.tif
858,Features.785.tif,Labels.785.tif
4883,Features_v2.910.tif,Labels_v2.910.tif
3520,Features_v2.354.tif,Labels_v2.354.tif
1664,Features.848.tif,Labels.848.tif
2194,Features.273.tif,Labels.273.tif
5125,Features_v2.32.tif,Labels_v2.32.tif
5048,Features_v2.357.tif,Labels_v2.357.tif
3001,Features.1053.tif,Labels.1053.tif
4183,Features_v2.172.tif,Labels_v2.172.tif
154,Features.873.tif,Labels.873.tif
1740,Features.1168.tif,Labels.1168.tif
1104,Features.1281.tif,Labels.1281.tif
4563,Features_v2.217.tif,Labels_v2.217.tif
10,Features.470.tif,Labels.470.tif
6483,Features_v2.163.tif,Labels_v2.163.tif
667,Features.1001.tif,Labels.1001.tif
3680,Features_v2.116.tif,Labels_v2.116.tif
6627,Features_v2.1035.tif,Labels_v2.1035.tif
3516,Features_v2.409.tif,Labels_v2.409.tif
2142,Features.1302.tif,Labels.1302.tif
2461,Features.254.tif,Labels.254.tif
6035,Features_v2.688.tif,Labels_v2.688.tif
3327,Features.512.tif,Labels.512.tif
3326,Features.963.tif,Labels.963.tif
2545,Features.1085.tif,Labels.1085.tif
4333,Features_v2.454.tif,Labels_v2.454.tif
2644,Features.452.tif,Labels.452.tif
6407,Features_v2.288.tif,Labels_v2.288.tif
235,Features.831.tif,Labels.831.tif
3209,Features.197.tif,Labels.197.tif
4761,Features_v2.354.tif,Labels_v2.354.tif
2633,Features.1164.tif,Labels.1164.tif
4252,Features_v2.1019.tif,Labels_v2.1019.tif
6386,Features_v2.573.tif,Labels_v2.573.tif
5708,Features_v2.124.tif,Labels_v2.124.tif
1902,Features.993.tif,Labels.993.tif
2090,Features.1132.tif,Labels.1132.tif
2280,Features.1326.tif,Labels.1326.tif
1227,Features.456.tif,Labels.456.tif
2722,Features.580.tif,Labels.580.tif
2707,Features.324.tif,Labels.324.tif
4297,Features_v2.1015.tif,Labels_v2.1015.tif
3919,Features_v2.555.tif,Labels_v2.555.tif
3733,Features_v2.1033.tif,Labels_v2.1033.tif
2687,Features.397.tif,Labels.397.tif
287,Features.412.tif,Labels.412.tif
6620,Features_v2.734.tif,Labels_v2.734.tif
3741,Features_v2.956.tif,Labels_v2.956.tif
3432,Features.234.tif,Labels.234.tif
3670,Features_v2.663.tif,Labels_v2.663.tif
6010,Features_v2.786.tif,Labels_v2.786.tif
1705,Features.409.tif,Labels.409.tif
4961,Features_v2.585.tif,Labels_v2.585.tif
2282,Features.437.tif,Labels.437.tif
4665,Features_v2.666.tif,Labels_v2.666.tif
4535,Features_v2.763.tif,Labels_v2.763.tif
839,Features.1019.tif,Labels.1019.tif
4449,Features_v2.122.tif,Labels_v2.122.tif
1605,Features.21.tif,Labels.21.tif
407,Features.408.tif,Labels.408.tif
2950,Features.1006.tif,Labels.1006.tif
3554,Features_v2.120.tif,Labels_v2.120.tif
5410,Features_v2.83.tif,Labels_v2.83.tif
5166,Features_v2.480.tif,Labels_v2.480.tif
1591,Features.560.tif,Labels.560.tif
6467,Features_v2.1058.tif,Labels_v2.1058.tif
3783,Features_v2.132.tif,Labels_v2.132.tif
2577,Features.1167.tif,Labels.1167.tif
1582,Features.425.tif,Labels.425.tif
2382,Features.521.tif,Labels.521.tif
2482,Features.1084.tif,Labels.1084.tif
256,Features.34.tif,Labels.34.tif
4763,Features_v2.768.tif,Labels_v2.768.tif
944,Features.149.tif,Labels.149.tif
3573,Features_v2.218.tif,Labels_v2.218.tif
1765,Features.127.tif,Labels.127.tif
1494,Features.255.tif,Labels.255.tif
4438,Features_v2.717.tif,Labels_v2.717.tif
597,Features.866.tif,Labels.866.tif
4671,Features_v2.809.tif,Labels_v2.809.tif
6082,Features_v2.1061.tif,Labels_v2.1061.tif
52,Features.673.tif,Labels.673.tif
3279,Features.43.tif,Labels.43.tif
6387,Features_v2.305.tif,Labels_v2.305.tif
3747,Features_v2.407.tif,Labels_v2.407.tif
5249,Features_v2.605.tif,Labels_v2.605.tif
5122,Features_v2.41.tif,Labels_v2.41.tif
4838,Features_v2.334.tif,Labels_v2.334.tif
5640,Features_v2.814.tif,Labels_v2.814.tif
426,Features.1325.tif,Labels.1325.tif
3373,Features.18.tif,Labels.18.tif
3486,Features.478.tif,Labels.478.tif
1090,Features.208.tif,Labels.208.tif
5063,Features_v2.479.tif,Labels_v2.479.tif
1937,Features.930.tif,Labels.930.tif
2748,Features.456.tif,Labels.456.tif
533,Features.1158.tif,Labels.1158.tif
2924,Features.972.tif,Labels.972.tif
5750,Features_v2.443.tif,Labels_v2.443.tif
2608,Features.399.tif,Labels.399.tif
5097,Features_v2.311.tif,Labels_v2.311.tif
4840,Features_v2.436.tif,Labels_v2.436.tif
686,Features.724.tif,Labels.724.tif
5531,Features_v2.264.tif,Labels_v2.264.tif
53,Features.222.tif,Labels.222.tif
609,Features.231.tif,Labels.231.tif
5374,Features_v2.451.tif,Labels_v2.451.tif
179,Features.1213.tif,Labels.1213.tif
4441,Features_v2.903.tif,Labels_v2.903.tif
2183,Features.1274.tif,Labels.1274.tif
495,Features.360.tif,Labels.360.tif
1935,Features.210.tif,Labels.210.tif
5432,Features_v2.143.tif,Labels_v2.143.tif
4028,Features_v2.372.tif,Labels_v2.372.tif
1706,Features.631.tif,Labels.631.tif
3930,Features_v2.834.tif,Labels_v2.834.tif
3362,Features.349.tif,Labels.349.tif
6346,Features_v2.410.tif,Labels_v2.410.tif
749,Features.921.tif,Labels.921.tif
4351,Features_v2.1058.tif,Labels_v2.1058.tif
6077,Features_v2.35.tif,Labels_v2.35.tif
1405,Features.54.tif,Labels.54.tif
4915,Features_v2.972.tif,Labels_v2.972.tif
4541,Features_v2.962.tif,Labels_v2.962.tif
3124,Features.374.tif,Labels.374.tif
1255,Features.288.tif,Labels.288.tif
3748,Features_v2.1041.tif,Labels_v2.1041.tif
4522,Features_v2.815.tif,Labels_v2.815.tif
1073,Features.809.tif,Labels.809.tif
1489,Features.436.tif,Labels.436.tif
6512,Features_v2.826.tif,Labels_v2.826.tif
5066,Features_v2.327.tif,Labels_v2.327.tif
5219,Features_v2.843.tif,Labels_v2.843.tif
1913,Features.684.tif,Labels.684.tif
3274,Features.166.tif,Labels.166.tif
5146,Features_v2.871.tif,Labels_v2.871.tif
4794,Features_v2.316.tif,Labels_v2.316.tif
2703,Features.114.tif,Labels.114.tif
3645,Features_v2.876.tif,Labels_v2.876.tif
6093,Features_v2.1042.tif,Labels_v2.1042.tif
2856,Features.1011.tif,Labels.1011.tif
6368,Features_v2.115.tif,Labels_v2.115.tif
3503,Features_v2.315.tif,Labels_v2.315.tif
1212,Features.994.tif,Labels.994.tif
3005,Features.816.tif,Labels.816.tif
581,Features.864.tif,Labels.864.tif
2692,Features.958.tif,Labels.958.tif
3247,Features.263.tif,Labels.263.tif
422,Features.876.tif,Labels.876.tif
2071,Features.880.tif,Labels.880.tif
3644,Features_v2.925.tif,Labels_v2.925.tif
4348,Features_v2.692.tif,Labels_v2.692.tif
6166,Features_v2.894.tif,Labels_v2.894.tif
595,Features.326.tif,Labels.326.tif
818,Features.888.tif,Labels.888.tif
3832,Features_v2.476.tif,Labels_v2.476.tif
6642,Features_v2.571.tif,Labels_v2.571.tif
2932,Features.852.tif,Labels.852.tif
2026,Features.655.tif,Labels.655.tif
3183,Features.1243.tif,Labels.1243.tif
5695,Features_v2.263.tif,Labels_v2.263.tif
1467,Features.672.tif,Labels.672.tif
5013,Features_v2.574.tif,Labels_v2.574.tif
1943,Features.51.tif,Labels.51.tif
607,Features.129.tif,Labels.129.tif
331,Features.132.tif,Labels.132.tif
4277,Features_v2.909.tif,Labels_v2.909.tif
3633,Features_v2.740.tif,Labels_v2.740.tif
2131,Features.243.tif,Labels.243.tif
5304,Features_v2.480.tif,Labels_v2.480.tif
3798,Features_v2.928.tif,Labels_v2.928.tif
2121,Features.862.tif,Labels.862.tif
3336,Features.556.tif,Labels.556.tif
4457,Features_v2.476.tif,Labels_v2.476.tif
183,Features.1181.tif,Labels.1181.tif
305,Features.139.tif,Labels.139.tif
122,Features.361.tif,Labels.361.tif
998,Features.568.tif,Labels.568.tif
2027,Features.404.tif,Labels.404.tif
3126,Features.940.tif,Labels.940.tif
2374,Features.978.tif,Labels.978.tif
1250,Features.694.tif,Labels.694.tif
6319,Features_v2.186.tif,Labels_v2.186.tif
4613,Features_v2.420.tif,Labels_v2.420.tif
1718,Features.357.tif,Labels.357.tif
5215,Features_v2.1046.tif,Labels_v2.1046.tif
1584,Features.1142.tif,Labels.1142.tif
2676,Features.533.tif,Labels.533.tif
2424,Features.662.tif,Labels.662.tif
4798,Features_v2.93.tif,Labels_v2.93.tif
4820,Features_v2.828.tif,Labels_v2.828.tif
843,Features.665.tif,Labels.665.tif
3212,Features.278.tif,Labels.278.tif
4111,Features_v2.724.tif,Labels_v2.724.tif
3571,Features_v2.1071.tif,Labels_v2.1071.tif
1639,Features.601.tif,Labels.601.tif
6644,Features_v2.1062.tif,Labels_v2.1062.tif
4166,Features_v2.1059.tif,Labels_v2.1059.tif
4697,Features_v2.38.tif,Labels_v2.38.tif
1402,Features.534.tif,Labels.534.tif
2486,Features.916.tif,Labels.916.tif
5587,Features_v2.217.tif,Labels_v2.217.tif
2364,Features.584.tif,Labels.584.tif
1686,Features.485.tif,Labels.485.tif
4120,Features_v2.68.tif,Labels_v2.68.tif
2923,Features.187.tif,Labels.187.tif
1253,Features.243.tif,Labels.243.tif
314,Features.1050.tif,Labels.1050.tif
4936,Features_v2.444.tif,Labels_v2.444.tif
5313,Features_v2.937.tif,Labels_v2.937.tif
2015,Features.1143.tif,Labels.1143.tif
5725,Features_v2.722.tif,Labels_v2.722.tif
3448,Features.362.tif,Labels.362.tif
2337,Features.630.tif,Labels.630.tif
412,Features.614.tif,Labels.614.tif
4346,Features_v2.720.tif,Labels_v2.720.tif
2516,Features.205.tif,Labels.205.tif
1856,Features.557.tif,Labels.557.tif
284,Features.462.tif,Labels.462.tif
899,Features.642.tif,Labels.642.tif
2552,Features.756.tif,Labels.756.tif
2507,Features.122.tif,Labels.122.tif
5642,Features_v2.521.tif,Labels_v2.521.tif
6370,Features_v2.994.tif,Labels_v2.994.tif
1500,Features.1050.tif,Labels.1050.tif
922,Features.515.tif,Labels.515.tif
4022,Features_v2.237.tif,Labels_v2.237.tif
4065,Features_v2.129.tif,Labels_v2.129.tif
2487,Features.53.tif,Labels.53.tif
4795,Features_v2.1046.tif,Labels_v2.1046.tif
3632,Features_v2.501.tif,Labels_v2.501.tif
6406,Features_v2.392.tif,Labels_v2.392.tif
3924,Features_v2.630.tif,Labels_v2.630.tif
3127,Features.709.tif,Labels.709.tif
3307,Features.374.tif,Labels.374.tif
1730,Features.925.tif,Labels.925.tif
491,Features.1081.tif,Labels.1081.tif
2213,Features.1014.tif,Labels.1014.tif
3113,Features.1122.tif,Labels.1122.tif
3622,Features_v2.904.tif,Labels_v2.904.tif
6182,Features_v2.693.tif,Labels_v2.693.tif
6068,Features_v2.793.tif,Labels_v2.793.tif
